21:16:16 INFO  manager.ApplicationManager - Test start on Chrome
21:16:24 INFO  manager.MyListener - Element with locator -->By.cssSelector: button[type='submit']is found
21:16:24 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //button[normalize-space()='Ok']
21:16:25 INFO  manager.MyListener - Element with locator -->By.xpath: //button[normalize-space()='Ok']is found
21:16:27 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[.=' Logout ']
21:16:27 INFO  manager.MyListener - Element with locator -->By.xpath: //a[.=' Logout ']is found
21:16:27 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[normalize-space()='Logout']
21:16:27 INFO  manager.MyListener - Element with locator -->By.xpath: //a[normalize-space()='Logout']is found
21:16:27 INFO  tests.TestBase - User: models.User@32232e55 is provided
21:16:27 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[text()=' Log in ']
21:16:27 INFO  manager.MyListener - Element with locator -->By.xpath: //a[text()=' Log in ']is found
21:16:27 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='email']
21:16:27 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='email']is found
21:16:27 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='password']
21:16:27 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='password']is found
21:16:27 INFO  manager.MyListener - Start searching element by locator -->By.cssSelector: button[type='submit']
21:16:27 INFO  manager.MyListener - Element with locator -->By.cssSelector: button[type='submit']is found
21:16:27 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //button[normalize-space()='Ok']
21:16:28 INFO  manager.MyListener - Element with locator -->By.xpath: //button[normalize-space()='Ok']is found
21:16:30 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[.=' Logout ']
21:16:33 INFO  manager.MyListener - Element with locator -->By.xpath: //a[.=' Logout ']is found
21:16:33 INFO  tests.TestBase - User: models.User@16fb356 is provided
21:16:33 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[text()=' Log in ']
21:16:33 INFO  manager.MyListener - Element with locator -->By.xpath: //a[text()=' Log in ']is found
21:16:33 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='email']
21:16:33 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='email']is found
21:16:33 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='password']
21:16:33 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='password']is found
21:16:33 INFO  manager.MyListener - Start searching element by locator -->By.cssSelector: button[type='submit']
21:16:33 INFO  manager.MyListener - Element with locator -->By.cssSelector: button[type='submit']is found
21:16:33 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //button[normalize-space()='Ok']
21:16:34 INFO  manager.MyListener - Element with locator -->By.xpath: //button[normalize-space()='Ok']is found
21:16:36 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[.=' Logout ']
21:16:39 INFO  manager.MyListener - Element with locator -->By.xpath: //a[.=' Logout ']is found
21:16:39 INFO  tests.TestBase - User: models.User@4362d7df is provided
21:16:39 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[text()=' Log in ']
21:16:39 INFO  manager.MyListener - Element with locator -->By.xpath: //a[text()=' Log in ']is found
21:16:39 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='email']
21:16:39 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='email']is found
21:16:39 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='password']
21:16:39 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='password']is found
21:16:39 INFO  manager.MyListener - Start searching element by locator -->By.cssSelector: button[type='submit']
21:16:39 INFO  manager.MyListener - Element with locator -->By.cssSelector: button[type='submit']is found
21:16:39 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //button[normalize-space()='Ok']
21:16:40 INFO  manager.MyListener - Element with locator -->By.xpath: //button[normalize-space()='Ok']is found
21:16:42 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[.=' Logout ']
21:16:45 INFO  manager.MyListener - Element with locator -->By.xpath: //a[.=' Logout ']is found
21:16:45 INFO  tests.TestBase - User: models.User@7bfc3126 is provided
21:16:45 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[text()=' Log in ']
21:16:45 INFO  manager.MyListener - Element with locator -->By.xpath: //a[text()=' Log in ']is found
21:16:45 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='email']
21:16:45 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='email']is found
21:16:45 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='password']
21:16:45 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='password']is found
21:16:46 INFO  manager.MyListener - Start searching element by locator -->By.cssSelector: button[type='submit']
21:16:46 INFO  manager.MyListener - Element with locator -->By.cssSelector: button[type='submit']is found
21:16:46 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //button[normalize-space()='Ok']
21:16:46 INFO  manager.MyListener - Element with locator -->By.xpath: //button[normalize-space()='Ok']is found
21:16:48 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[.=' Logout ']
21:16:51 INFO  manager.MyListener - Element with locator -->By.xpath: //a[.=' Logout ']is found
21:16:51 INFO  tests.TestBase - User: models.User@721eb7df is provided
21:16:51 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[text()=' Log in ']
21:16:51 INFO  manager.MyListener - Element with locator -->By.xpath: //a[text()=' Log in ']is found
21:16:51 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='email']
21:16:51 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='email']is found
21:16:52 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='password']
21:16:52 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='password']is found
21:16:52 INFO  manager.MyListener - Start searching element by locator -->By.cssSelector: button[type='submit']
21:16:52 INFO  manager.MyListener - Element with locator -->By.cssSelector: button[type='submit']is found
21:16:52 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //button[normalize-space()='Ok']
21:16:52 INFO  manager.MyListener - Element with locator -->By.xpath: //button[normalize-space()='Ok']is found
